"ref_date","user_source","new_user","cancel_user"
"2016-07-01",0,122,3
"2016-07-01",17,8,0
"2016-07-01",30,3,0
"2016-07-01",57,10,0
"2016-07-02",0,0,3
"2016-07-02",1,1,0
"2016-07-02",17,1,0
"2016-07-02",30,2,0
"2016-07-02",43,3,0
"2016-07-02",57,11,0
"2016-07-03",0,1,0
"2016-07-03",1,1,0
"2016-07-03",30,3,0
"2016-07-03",57,8,0
"2016-07-04",0,1,3
"2016-07-04",1,2,0
"2016-07-04",17,19,0
"2016-07-04",30,3,0
"2016-07-04",43,1,0
"2016-07-05",0,2,0
"2016-07-05",1,1,0
"2016-07-05",17,21,1
"2016-07-05",30,1,1
"2016-07-05",57,7,0
"2016-07-06",0,1,4
"2016-07-06",1,3,1
"2016-07-06",17,16,0
"2016-07-06",30,11,0
"2016-07-06",57,8,0
"2016-07-07",0,1,2
"2016-07-07",1,2,0
"2016-07-07",17,6,0
"2016-07-07",30,4,0
"2016-07-07",57,5,0
"2016-07-08",0,0,0
"2016-07-08",1,3,0
"2016-07-08",17,3,0
"2016-07-08",30,1,0
"2016-07-08",43,1,0
"2016-07-08",57,4,0
"2016-07-09",0,0,4
"2016-07-09",1,2,0
"2016-07-09",43,1,0
"2016-07-09",57,1,0
"2016-07-10",0,1,3
"2016-07-10",17,4,0
"2016-07-10",30,2,0
"2016-07-10",57,2,0
"2016-07-11",0,1,1
"2016-07-11",30,3,0
"2016-07-11",57,2,0
"2016-07-12",0,2,2
"2016-07-12",1,1,0
"2016-07-12",17,3,0
"2016-07-12",30,11,0
"2016-07-12",57,8,0
"2016-07-13",0,111,4
"2016-07-13",1,2,0
"2016-07-13",17,13,0
"2016-07-13",30,13,0
"2016-07-13",43,1,0
"2016-07-13",57,17,0
"2016-07-14",0,100,1
"2016-07-14",1,4,0
"2016-07-14",17,5,0
"2016-07-14",30,9,0
"2016-07-14",43,3,0
"2016-07-14",57,11,0
"2016-07-15",0,104,104
"2016-07-15",1,3,0
"2016-07-15",17,17,0
"2016-07-15",30,7,0
"2016-07-15",57,14,0
"2016-07-16",0,0,1
"2016-07-16",1,1,0
"2016-07-16",17,4,0
"2016-07-16",30,2,0
"2016-07-16",57,7,0
"2016-07-17",0,1,2
"2016-07-17",1,2,0
"2016-07-17",30,4,0
"2016-07-17",57,4,0
"2016-07-18",0,2,3
"2016-07-18",1,4,0
"2016-07-18",17,16,0
"2016-07-18",30,6,0
"2016-07-18",57,7,0
"2016-07-19",0,0,1
"2016-07-19",1,2,0
"2016-07-19",17,51,0
"2016-07-19",30,7,0
"2016-07-19",43,5,0
"2016-07-19",57,11,0
"2016-07-20",0,2,1
"2016-07-20",1,3,0
"2016-07-20",17,3,0
"2016-07-20",30,12,0
"2016-07-20",43,1,0
"2016-07-20",57,3,0
"2016-07-21",0,3,5
"2016-07-21",1,2,0
"2016-07-21",17,24,0
"2016-07-21",30,11,0
"2016-07-21",57,13,0
"2016-07-22",0,0,2
"2016-07-22",1,4,0
"2016-07-22",17,6,0
"2016-07-22",30,7,0
"2016-07-22",43,3,0
"2016-07-22",57,31,0
"2016-07-23",0,4,4
"2016-07-23",1,2,0
"2016-07-23",17,1,0
"2016-07-23",30,16,0
"2016-07-23",43,2,0
"2016-07-23",57,11,0
"2016-07-24",0,1,6
"2016-07-24",1,2,0
"2016-07-24",17,1,0
"2016-07-24",30,7,0
"2016-07-24",57,5,0
"2016-07-25",0,1,1
"2016-07-25",1,8,0
"2016-07-25",17,1,0
"2016-07-25",30,13,0
"2016-07-25",43,2,0
"2016-07-25",57,9,0
"2016-07-26",0,0,5
"2016-07-26",1,2,0
"2016-07-26",17,1,0
"2016-07-26",30,9,0
"2016-07-26",57,3,0
"2016-07-27",0,0,2
"2016-07-27",1,2,0
"2016-07-27",17,4,0
"2016-07-27",30,5,0
"2016-07-27",57,2,0
"2016-07-28",0,3,4
"2016-07-28",1,2,0
"2016-07-28",17,2,0
"2016-07-28",30,19,0
"2016-07-28",43,1,0
"2016-07-28",57,9,0
"2016-07-29",0,3,5
"2016-07-29",1,7,2
"2016-07-29",17,2,0
"2016-07-29",30,27,0
"2016-07-29",43,4,0
"2016-07-29",57,11,0
"2016-07-30",0,0,4
"2016-07-30",1,4,0
"2016-07-30",17,2,0
"2016-07-30",30,27,0
"2016-07-30",43,3,0
"2016-07-30",57,16,0
"2016-07-31",0,0,5
"2016-07-31",30,14,0
"2016-07-31",43,4,0
"2016-07-31",57,16,0
"2016-08-01",0,1,3
"2016-08-01",1,3,0
"2016-08-01",30,8,0
"2016-08-01",43,2,0
"2016-08-01",57,5,0
"2016-08-02",0,3,2
"2016-08-02",1,1,0
"2016-08-02",17,4,0
"2016-08-02",30,29,0
"2016-08-02",43,4,0
"2016-08-02",57,20,0
"2016-08-03",0,2,3
"2016-08-03",1,2,1
"2016-08-03",17,3,0
"2016-08-03",30,15,0
"2016-08-03",43,1,0
"2016-08-03",57,5,0
"2016-08-04",0,0,1
"2016-08-04",1,3,1
"2016-08-04",17,7,0
"2016-08-04",30,18,0
"2016-08-04",57,16,0
"2016-08-05",0,1,2
"2016-08-05",1,2,0
"2016-08-05",17,2,0
"2016-08-05",30,8,0
"2016-08-05",43,2,0
"2016-08-05",57,13,0
"2016-08-06",0,3,5
"2016-08-06",1,3,0
"2016-08-06",17,3,0
"2016-08-06",30,11,0
"2016-08-06",43,4,0
"2016-08-06",57,23,0
"2016-08-07",0,1,4
"2016-08-07",1,5,0
"2016-08-07",17,1,0
"2016-08-07",30,10,0
"2016-08-07",43,2,0
"2016-08-07",57,10,0
"2016-08-08",0,0,1
"2016-08-08",1,3,0
"2016-08-08",17,4,0
"2016-08-08",30,12,0
"2016-08-08",57,12,0
"2016-08-09",0,1,0
"2016-08-09",1,1,0
"2016-08-09",17,5,0
"2016-08-09",30,5,0
"2016-08-09",43,2,0
"2016-08-09",57,5,0
"2016-08-10",0,4,1
"2016-08-10",1,5,0
"2016-08-10",17,2,0
"2016-08-10",30,13,0
"2016-08-10",43,3,0
"2016-08-10",57,31,0
"2016-08-11",0,1,4
"2016-08-11",1,5,0
"2016-08-11",17,8,0
"2016-08-11",30,22,0
"2016-08-11",43,6,0
"2016-08-11",57,27,0
"2016-08-12",0,2,3
"2016-08-12",1,3,0
"2016-08-12",17,2,0
"2016-08-12",30,13,0
"2016-08-12",43,1,0
"2016-08-12",57,9,0
"2016-08-13",0,1,6
"2016-08-13",1,2,0
"2016-08-13",30,11,0
"2016-08-13",43,2,0
"2016-08-13",57,19,0
"2016-08-14",0,0,2
"2016-08-14",1,1,0
"2016-08-14",17,1,0
"2016-08-14",30,6,0
"2016-08-14",57,2,0
"2016-08-15",0,2,3
"2016-08-15",1,1,0
"2016-08-15",17,5,0
"2016-08-15",30,7,0
"2016-08-15",57,10,0
"2016-08-16",0,0,4
"2016-08-16",1,5,0
"2016-08-16",17,7,0
"2016-08-16",30,4,0
"2016-08-16",57,8,0
"2016-08-17",0,1,2
"2016-08-17",17,2,0
"2016-08-17",30,8,0
"2016-08-17",57,11,0
"2016-08-18",0,1,3
"2016-08-18",1,2,0
"2016-08-18",30,5,0
"2016-08-18",43,2,0
"2016-08-18",57,17,0
"2016-08-19",0,2,3
"2016-08-19",1,3,0
"2016-08-19",17,10,0
"2016-08-19",30,5,0
"2016-08-19",43,2,0
"2016-08-19",57,16,0
"2016-08-20",0,0,3
"2016-08-20",1,1,0
"2016-08-20",17,2,0
"2016-08-20",30,2,0
"2016-08-20",43,1,0
"2016-08-20",57,3,0
"2016-08-21",0,2,2
"2016-08-21",1,1,0
"2016-08-21",17,4,0
"2016-08-21",30,3,0
"2016-08-21",43,1,0
"2016-08-21",57,5,0
"2016-08-22",0,1,6
"2016-08-22",1,3,0
"2016-08-22",17,2,0
"2016-08-22",30,10,0
"2016-08-22",43,1,0
"2016-08-22",57,7,0
"2016-08-23",0,1,2
"2016-08-23",1,2,0
"2016-08-23",17,1,0
"2016-08-23",30,7,0
"2016-08-23",43,3,0
"2016-08-23",57,12,0
"2016-08-24",0,0,0
"2016-08-24",1,1,0
"2016-08-24",17,3,0
"2016-08-24",30,12,0
"2016-08-24",43,1,0
"2016-08-24",57,15,0
"2016-08-25",0,10,3
"2016-08-25",1,4,2
"2016-08-25",17,5,0
"2016-08-25",30,9,0
"2016-08-25",43,1,0
"2016-08-25",57,6,0
"2016-08-26",0,1,5
"2016-08-26",1,1,0
"2016-08-26",30,10,0
"2016-08-26",43,1,0
"2016-08-26",57,9,0
"2016-08-27",0,1,7
"2016-08-27",1,1,0
"2016-08-27",30,2,0
"2016-08-27",57,5,0
"2016-08-28",0,4,3
"2016-08-28",1,1,0
"2016-08-28",17,1,0
"2016-08-28",30,2,0
"2016-08-28",43,1,0
"2016-08-28",57,13,0
"2016-08-29",0,1,4
"2016-08-29",1,3,0
"2016-08-29",17,2,0
"2016-08-29",30,7,0
"2016-08-29",43,1,0
"2016-08-29",57,15,0
"2016-08-30",0,1,6
"2016-08-30",1,2,0
"2016-08-30",17,13,0
"2016-08-30",30,4,0
"2016-08-30",57,5,0
"2016-08-31",0,0,0
"2016-08-31",1,1,0
"2016-08-31",17,2,0
"2016-08-31",43,1,0
"2016-08-31",57,6,0
"2016-09-01",0,2,2
"2016-09-01",1,1,0
"2016-09-01",17,1,0
"2016-09-01",30,12,3
"2016-09-01",57,13,0
"2016-09-02",0,0,5
"2016-09-02",1,3,1
"2016-09-02",17,9,0
"2016-09-02",30,11,1
"2016-09-02",43,3,0
"2016-09-02",57,14,0
"2016-09-03",0,0,4
"2016-09-03",1,2,0
"2016-09-03",17,2,0
"2016-09-03",30,6,0
"2016-09-03",43,1,0
"2016-09-03",57,8,0
"2016-09-04",0,1,1
"2016-09-04",1,1,0
"2016-09-04",17,2,0
"2016-09-04",30,4,1
"2016-09-04",57,2,1
"2016-09-05",0,0,4
"2016-09-05",1,3,0
"2016-09-05",17,2,0
"2016-09-05",30,4,1
"2016-09-05",43,1,0
"2016-09-05",57,5,0
"2016-09-06",0,1,7
"2016-09-06",17,4,0
"2016-09-06",30,7,2
"2016-09-06",57,2,0
"2016-09-07",0,26,7
"2016-09-07",1,3,1
"2016-09-07",17,2,0
"2016-09-07",30,9,2
"2016-09-07",43,1,0
"2016-09-07",57,18,0
"2016-09-08",0,1,0
"2016-09-08",1,3,0
"2016-09-08",30,13,0
"2016-09-08",43,1,0
"2016-09-08",57,8,0
"2016-09-09",0,1,4
"2016-09-09",1,8,0
"2016-09-09",17,2,0
"2016-09-09",30,18,0
"2016-09-09",43,3,0
"2016-09-09",57,11,0
"2016-09-10",0,1,1
"2016-09-10",1,1,0
"2016-09-10",30,8,0
"2016-09-10",43,1,0
"2016-09-10",57,6,0
"2016-09-11",0,1,4
"2016-09-11",30,3,0
"2016-09-11",57,4,0
"2016-09-12",0,3,4
"2016-09-12",1,4,0
"2016-09-12",17,22,1
"2016-09-12",30,10,0
"2016-09-12",43,4,0
"2016-09-12",57,10,0
"2016-09-13",0,0,2
"2016-09-13",1,2,0
"2016-09-13",17,5,0
"2016-09-13",30,15,1
"2016-09-13",57,10,0
"2016-09-14",0,2,6
"2016-09-14",1,1,0
"2016-09-14",17,2,0
"2016-09-14",30,9,0
"2016-09-14",57,5,0
"2016-09-15",0,0,4
"2016-09-15",1,3,0
"2016-09-15",30,3,0
"2016-09-15",57,4,0
"2016-09-16",0,1,2
"2016-09-16",17,1,0
"2016-09-16",30,6,0
"2016-09-16",43,1,0
"2016-09-16",57,8,0
"2016-09-17",0,0,7
"2016-09-17",1,4,0
"2016-09-17",30,2,0
"2016-09-17",57,7,0
"2016-09-18",0,1,3
"2016-09-18",1,2,0
"2016-09-18",17,12,0
"2016-09-18",30,7,1
"2016-09-18",43,1,0
"2016-09-18",57,9,0
"2016-09-19",0,1,3
"2016-09-19",1,4,0
"2016-09-19",17,29,0
"2016-09-19",30,31,2
"2016-09-19",43,2,0
"2016-09-19",57,3,0
"2016-09-20",0,0,2
"2016-09-20",1,8,0
"2016-09-20",17,4,0
"2016-09-20",30,20,0
"2016-09-21",0,0,4
"2016-09-21",1,8,0
"2016-09-21",17,6,0
"2016-09-21",30,20,1
"2016-09-21",43,3,0
"2016-09-21",57,10,0
"2016-09-22",0,0,3
"2016-09-22",1,2,0
"2016-09-22",17,8,0
"2016-09-22",30,62,4
"2016-09-22",43,2,0
"2016-09-22",57,8,0
"2016-09-23",0,2,6
"2016-09-23",1,3,0
"2016-09-23",17,11,0
"2016-09-23",30,12,0
"2016-09-23",57,8,0
"2016-09-24",0,0,7
"2016-09-24",17,2,0
"2016-09-24",30,10,0
"2016-09-24",57,2,0
"2016-09-25",0,0,1
"2016-09-25",1,2,0
"2016-09-25",17,2,0
"2016-09-25",30,9,0
"2016-09-25",57,3,0
"2016-09-26",0,2,4
"2016-09-26",1,4,0
"2016-09-26",17,3,0
"2016-09-26",30,21,1
"2016-09-26",43,1,0
"2016-09-26",57,4,0
"2016-09-27",0,0,4
"2016-09-27",1,5,0
"2016-09-27",17,16,0
"2016-09-27",30,28,0
"2016-09-27",57,1,0
"2016-09-28",0,1,5
"2016-09-28",1,5,0
"2016-09-28",17,2,0
"2016-09-28",30,20,0
"2016-09-28",43,1,0
"2016-09-28",57,7,0
"2016-09-29",0,1,2
"2016-09-29",1,1,0
"2016-09-29",17,3,0
"2016-09-29",30,33,0
"2016-09-29",43,1,0
"2016-09-29",57,6,0
"2016-09-30",0,3,4
"2016-09-30",1,3,1
"2016-09-30",17,1,0
"2016-09-30",30,35,7
"2016-09-30",43,1,0
"2016-09-30",57,7,0
"2016-10-01",0,0,7
"2016-10-01",17,3,0
"2016-10-01",30,4,0
"2016-10-01",43,2,0
"2016-10-01",57,3,0
"2016-10-02",0,0,6
"2016-10-02",1,2,0
"2016-10-02",17,1,0
"2016-10-02",30,3,0
"2016-10-03",0,0,5
"2016-10-03",1,1,1
"2016-10-03",30,6,0
"2016-10-03",57,2,0
"2016-10-04",0,0,3
"2016-10-04",30,4,1
"2016-10-04",57,3,0
"2016-10-05",0,1,4
"2016-10-05",17,4,0
"2016-10-05",30,3,0
"2016-10-05",43,1,0
"2016-10-05",57,1,0
"2016-10-06",0,0,6
"2016-10-06",1,1,0
"2016-10-06",17,2,0
"2016-10-06",30,3,0
"2016-10-06",57,2,0
"2016-10-07",0,2,3
"2016-10-07",1,1,0
"2016-10-07",17,7,0
"2016-10-07",30,3,0
"2016-10-07",43,1,0
"2016-10-07",57,6,1
"2016-10-08",0,4,6
"2016-10-08",1,1,0
"2016-10-08",17,2,0
"2016-10-08",30,22,0
"2016-10-08",43,2,0
"2016-10-08",57,8,0
"2016-10-09",0,0,6
"2016-10-09",1,7,0
"2016-10-09",17,2,0
"2016-10-09",30,31,1
"2016-10-09",57,7,0
"2016-10-10",0,5,5
"2016-10-10",1,3,0
"2016-10-10",17,17,1
"2016-10-10",30,66,0
"2016-10-10",43,2,0
"2016-10-10",57,3,0
"2016-10-11",0,4,4
"2016-10-11",1,5,0
"2016-10-11",17,13,0
"2016-10-11",30,77,5
"2016-10-11",43,1,0
"2016-10-11",57,9,0
"2016-10-12",0,1,6
"2016-10-12",1,8,1
"2016-10-12",17,10,1
"2016-10-12",30,125,6
"2016-10-12",43,5,0
"2016-10-12",57,10,0
"2016-10-13",0,3,8
"2016-10-13",1,10,0
"2016-10-13",17,2,0
"2016-10-13",30,78,4
"2016-10-13",43,2,0
"2016-10-13",57,7,0
"2016-10-14",0,0,10
"2016-10-14",1,7,0
"2016-10-14",17,8,0
"2016-10-14",30,94,3
"2016-10-14",43,1,0
"2016-10-14",57,5,0
"2016-10-15",0,0,9
"2016-10-15",1,1,1
"2016-10-15",17,2,0
"2016-10-15",30,12,1
"2016-10-15",43,3,0
"2016-10-15",57,10,0
"2016-10-16",0,0,3
"2016-10-16",1,2,0
"2016-10-16",17,1,0
"2016-10-16",30,11,1
"2016-10-16",43,2,0
"2016-10-16",57,3,0
"2016-10-17",0,0,7
"2016-10-17",1,2,0
"2016-10-17",17,9,1
"2016-10-17",30,43,2
"2016-10-17",57,6,0
"2016-10-18",0,1,9
"2016-10-18",1,6,0
"2016-10-18",17,4,0
"2016-10-18",30,63,9
"2016-10-18",57,4,0
"2016-10-19",0,2,7
"2016-10-19",1,3,0
"2016-10-19",17,3,0
"2016-10-19",30,112,12
"2016-10-19",43,1,0
"2016-10-19",57,4,0
"2016-10-20",0,0,15
"2016-10-20",1,5,0
"2016-10-20",17,32,1
"2016-10-20",30,162,20
"2016-10-20",57,10,0
"2016-10-21",0,1,13
"2016-10-21",1,1,0
"2016-10-21",17,5,0
"2016-10-21",30,58,6
"2016-10-21",43,1,0
"2016-10-21",57,15,0
"2016-10-22",0,1,16
"2016-10-22",30,12,0
"2016-10-22",57,4,0
"2016-10-23",0,1,12
"2016-10-23",17,26,1
"2016-10-23",30,12,0
"2016-10-23",57,1,0
"2016-10-24",0,2,10
"2016-10-24",1,5,0
"2016-10-24",17,5,1
"2016-10-24",30,102,13
"2016-10-24",57,4,0
"2016-10-25",0,1,10
"2016-10-25",1,3,0
"2016-10-25",17,3,0
"2016-10-25",30,69,6
"2016-10-25",57,9,0
"2016-10-26",0,33,12
"2016-10-26",1,3,0
"2016-10-26",17,4,0
"2016-10-26",30,76,4
"2016-10-26",57,7,0
"2016-10-27",0,39,16
"2016-10-27",1,5,1
"2016-10-27",17,12,0
"2016-10-27",30,19,1
"2016-10-27",57,10,0
"2016-10-28",0,33,22
"2016-10-28",1,8,0
"2016-10-28",17,25,2
"2016-10-28",30,24,0
"2016-10-28",57,9,0
"2016-10-29",0,0,13
"2016-10-29",1,1,0
"2016-10-29",17,1,0
"2016-10-29",30,12,1
"2016-10-29",57,8,0
"2016-10-30",0,2,14
"2016-10-30",1,3,0
"2016-10-30",17,11,0
"2016-10-30",30,6,0
"2016-10-30",43,1,0
"2016-10-30",57,3,0
"2016-10-31",0,25,15
"2016-10-31",1,5,1
"2016-10-31",17,6,0
"2016-10-31",30,30,4
"2016-10-31",43,1,0
"2016-10-31",57,12,2
"2016-11-01",0,8,13
"2016-11-01",1,4,0
"2016-11-01",17,5,0
"2016-11-01",30,53,4
"2016-11-01",43,1,0
"2016-11-01",57,11,0
"2016-11-02",0,1,12
"2016-11-02",1,2,0
"2016-11-02",17,8,0
"2016-11-02",30,74,7
"2016-11-02",43,2,0
"2016-11-02",57,13,0
"2016-11-03",0,1,11
"2016-11-03",1,3,0
"2016-11-03",17,2,0
"2016-11-03",30,63,5
"2016-11-03",57,10,0
"2016-11-04",0,1,11
"2016-11-04",1,3,0
"2016-11-04",17,4,0
"2016-11-04",30,82,8
"2016-11-04",43,2,0
"2016-11-04",57,5,0
"2016-11-05",0,1,16
"2016-11-05",1,1,0
"2016-11-05",30,20,1
"2016-11-05",43,1,0
"2016-11-05",57,4,0
"2016-11-06",0,0,15
"2016-11-06",1,2,0
"2016-11-06",30,10,1
"2016-11-06",43,1,0
"2016-11-06",57,5,0
"2016-11-07",0,2,14
"2016-11-07",1,4,0
"2016-11-07",17,2,0
"2016-11-07",30,67,11
"2016-11-07",57,1,0
"2016-11-08",0,2,10
"2016-11-08",1,4,0
"2016-11-08",17,1,0
"2016-11-08",30,79,5
"2016-11-08",43,2,0
"2016-11-08",57,14,0
"2016-11-09",0,2,15
"2016-11-09",1,3,1
"2016-11-09",17,9,0
"2016-11-09",30,73,6
"2016-11-09",57,10,0
"2016-11-10",0,1,10
"2016-11-10",30,47,4
"2016-11-10",57,3,0
"2016-11-11",0,6,13
"2016-11-11",1,2,0
"2016-11-11",17,1,0
"2016-11-11",30,36,0
"2016-11-11",43,1,0
"2016-11-11",57,3,0
"2016-11-12",0,2,14
"2016-11-12",1,1,0
"2016-11-12",17,1,0
"2016-11-12",30,30,4
"2016-11-12",57,4,0
"2016-11-13",0,1,15
"2016-11-13",1,3,0
"2016-11-13",30,7,0
"2016-11-13",43,1,0
"2016-11-13",57,4,0
"2016-11-14",0,6,13
"2016-11-14",1,4,1
"2016-11-14",17,8,1
"2016-11-14",30,36,2
"2016-11-14",43,1,0
"2016-11-14",57,5,0
"2016-11-15",0,1,17
"2016-11-15",1,5,1
"2016-11-15",17,10,0
"2016-11-15",30,107,5
"2016-11-15",43,1,0
"2016-11-15",57,3,0
"2016-11-16",0,0,28
"2016-11-16",1,3,0
"2016-11-16",17,1,0
"2016-11-16",30,46,3
"2016-11-16",57,1,0
"2016-11-17",0,0,25
"2016-11-17",1,4,0
"2016-11-17",17,9,0
"2016-11-17",30,40,2
"2016-11-17",43,1,0
"2016-11-17",57,5,0
"2016-11-18",0,1,17
"2016-11-18",1,2,0
"2016-11-18",17,1,0
"2016-11-18",30,39,2
"2016-11-18",43,2,0
"2016-11-18",57,7,1
"2016-11-19",0,0,12
"2016-11-19",1,3,0
"2016-11-19",17,3,0
"2016-11-19",30,12,0
"2016-11-19",43,2,0
"2016-11-19",57,6,0
"2016-11-20",0,0,13
"2016-11-20",1,2,0
"2016-11-20",30,14,0
"2016-11-20",57,2,0
"2016-11-21",0,2,17
"2016-11-21",1,4,1
"2016-11-21",17,4,0
"2016-11-21",30,72,7
"2016-11-21",57,3,0
"2016-11-22",0,0,14
"2016-11-22",1,1,0
"2016-11-22",17,7,2
"2016-11-22",30,45,5
"2016-11-22",43,2,0
"2016-11-22",57,5,0
"2016-11-23",0,0,14
"2016-11-23",1,2,0
"2016-11-23",17,3,0
"2016-11-23",30,40,5
"2016-11-23",43,2,1
"2016-11-23",57,6,0
"2016-11-24",0,1,17
"2016-11-24",1,3,0
"2016-11-24",30,26,0
"2016-11-24",57,8,0
"2016-11-25",0,1,10
"2016-11-25",1,1,0
"2016-11-25",17,2,0
"2016-11-25",30,39,3
"2016-11-25",43,1,0
"2016-11-25",57,14,0
"2016-11-26",0,0,13
"2016-11-26",1,4,0
"2016-11-26",17,2,0
"2016-11-26",30,25,0
"2016-11-26",57,4,0
"2016-11-27",0,0,12
"2016-11-27",1,2,0
"2016-11-27",30,8,0
"2016-11-27",57,3,0
"2016-11-28",0,4,8
"2016-11-28",1,4,0
"2016-11-28",17,3,0
"2016-11-28",30,83,7
"2016-11-28",57,18,0
"2016-11-29",0,0,23
"2016-11-29",1,7,0
"2016-11-29",17,9,0
"2016-11-29",30,99,6
"2016-11-29",43,186,0
"2016-11-29",57,20,0
"2016-11-30",0,3,13
"2016-11-30",1,3,0
"2016-11-30",17,4,0
"2016-11-30",30,50,3
"2016-11-30",43,2,0
"2016-11-30",57,4,0
"2016-12-01",0,1,17
"2016-12-01",1,2,0
"2016-12-01",17,1,0
"2016-12-01",30,10,1
"2016-12-01",57,15,0
"2016-12-02",0,2,14
"2016-12-02",1,1,0
"2016-12-02",17,2,0
"2016-12-02",30,11,2
"2016-12-02",43,1,0
"2016-12-02",57,6,0
"2016-12-03",0,0,11
"2016-12-03",1,1,0
"2016-12-03",17,2,0
"2016-12-03",30,6,0
"2016-12-03",43,1,0
"2016-12-03",57,5,0
"2016-12-04",0,0,15
"2016-12-04",1,1,1
"2016-12-04",17,1,0
"2016-12-04",30,4,0
"2016-12-04",43,2,0
"2016-12-04",57,3,0
"2016-12-05",0,1,8
"2016-12-05",1,1,0
"2016-12-05",17,1,0
"2016-12-05",30,29,1
"2016-12-05",57,9,0
"2016-12-06",0,2,15
"2016-12-06",1,3,0
"2016-12-06",17,7,0
"2016-12-06",30,37,4
"2016-12-06",43,1,0
"2016-12-06",57,7,0
"2016-12-07",0,0,5
"2016-12-07",1,4,0
"2016-12-07",17,2,0
"2016-12-07",30,57,5
"2016-12-07",43,2,0
"2016-12-07",57,12,0
"2016-12-08",0,1,18
"2016-12-08",1,4,0
"2016-12-08",17,5,0
"2016-12-08",30,55,4
