"ref_date","user_source","share_scene","share_count","share_user"
"2018-01-18",0,5,5,3
"2018-01-19",0,1,64,48
"2018-01-19",0,2,36,32
"2018-01-19",0,5,5,5
"2018-01-20",0,1,58,50
"2018-01-20",0,2,31,27
"2018-01-20",0,5,4,4
"2018-01-21",0,1,33,23
"2018-01-21",0,2,25,23
"2018-01-21",0,5,7,7
"2018-01-22",0,1,92,69
"2018-01-22",0,2,43,34
"2018-01-22",0,5,6,4
"2018-01-23",0,1,57,42
"2018-01-23",0,2,34,25
"2018-01-23",0,5,6,5
"2018-01-24",0,1,47,26
"2018-01-24",0,2,20,16
"2018-01-24",0,5,5,3
"2018-01-25",0,1,65,49
"2018-01-25",0,2,39,31
"2018-01-25",0,5,9,7
"2018-01-26",0,1,73,47
"2018-01-26",0,2,29,19
"2018-01-26",0,5,6,5
"2018-01-27",0,1,66,56
"2018-01-27",0,2,40,36
"2018-01-27",0,5,2,2
"2018-01-28",0,1,43,37
"2018-01-28",0,2,32,29
"2018-01-28",0,5,2,2
"2018-01-29",0,1,81,67
"2018-01-29",0,2,61,48
"2018-01-29",0,5,4,3
"2018-01-30",0,1,63,49
"2018-01-30",0,2,37,30
"2018-01-30",0,5,2,2
"2018-01-31",0,1,75,63
"2018-01-31",0,2,43,37
"2018-01-31",0,5,4,3
"2018-02-01",0,1,56,49
"2018-02-01",0,2,44,37
"2018-02-01",0,5,3,3
"2018-02-02",0,1,44,40
"2018-02-02",0,2,11,11
"2018-02-02",0,5,5,3
"2018-02-03",0,1,47,40
"2018-02-03",0,2,22,20
"2018-02-03",0,5,1,1
"2018-02-04",0,1,57,38
"2018-02-04",0,2,27,26
"2018-02-04",0,5,5,4
"2018-02-05",0,1,69,57
"2018-02-05",0,2,56,37
"2018-02-05",0,5,5,4
"2018-02-06",0,1,47,37
"2018-02-06",0,2,38,27
"2018-02-06",0,5,7,5
"2018-02-07",0,1,112,84
"2018-02-07",0,2,52,40
"2018-02-07",0,5,7,6
"2018-02-08",0,1,103,83
"2018-02-08",0,2,51,47
"2018-02-08",0,5,3,3
"2018-02-09",0,1,79,66
"2018-02-09",0,2,39,37
"2018-02-09",0,5,5,3
"2018-02-10",0,1,43,34
"2018-02-10",0,2,37,28
"2018-02-10",0,5,3,3
"2018-02-11",0,1,59,49
"2018-02-11",0,2,33,24
"2018-02-11",0,5,5,4
"2018-02-12",0,1,81,51
"2018-02-12",0,2,35,25
"2018-02-12",0,5,2,2
"2018-02-13",0,1,38,29
"2018-02-13",0,2,13,13
"2018-02-13",0,5,4,3
"2018-02-14",0,1,30,16
"2018-02-14",0,2,7,7
"2018-02-14",0,5,2,2
"2018-02-15",0,1,8,4
"2018-02-15",0,2,2,2
"2018-02-16",0,1,9,9
"2018-02-16",0,2,12,11
"2018-02-16",0,5,4,3
"2018-02-17",0,1,45,35
"2018-02-17",0,2,24,20
"2018-02-17",0,5,6,5
"2018-02-18",0,1,59,40
"2018-02-18",0,2,34,29
"2018-02-18",0,5,7,6
"2018-02-19",0,1,34,30
"2018-02-19",0,2,30,21
"2018-02-19",0,5,4,4
"2018-02-20",0,1,61,47
"2018-02-20",0,2,33,29
"2018-02-20",0,5,3,3
"2018-02-21",0,1,31,25
"2018-02-21",0,2,33,27
"2018-02-21",0,5,3,2
"2018-02-22",0,1,54,45
"2018-02-22",0,2,30,25
"2018-02-22",0,3,4,1
"2018-02-22",0,5,20,4
"2018-02-22",0,7,4,1
"2018-02-23",0,1,87,67
"2018-02-23",0,2,44,37
"2018-02-23",0,5,6,4
"2018-02-24",0,1,63,56
"2018-02-24",0,2,26,22
"2018-02-24",0,5,3,3
"2018-02-25",0,1,38,35
"2018-02-25",0,2,24,21
"2018-02-25",0,5,5,5
"2018-02-26",0,1,69,51
"2018-02-26",0,2,42,36
"2018-02-26",0,5,6,4
"2018-02-27",0,1,73,65
"2018-02-27",0,2,37,32
"2018-02-27",0,5,7,6
"2018-02-28",0,1,61,54
"2018-02-28",0,2,63,53
"2018-02-28",0,5,4,4
"2018-03-01",0,1,72,59
"2018-03-01",0,2,42,31
"2018-03-01",0,5,7,5
"2018-03-02",0,1,74,61
"2018-03-02",0,2,45,34
"2018-03-02",0,5,6,5
"2018-03-03",0,1,22,17
"2018-03-03",0,2,24,18
"2018-03-03",0,5,4,4
"2018-03-04",0,1,46,29
"2018-03-04",0,2,32,23
"2018-03-04",0,5,3,3
"2018-03-05",0,1,60,42
"2018-03-05",0,2,22,18
"2018-03-06",0,1,60,47
"2018-03-06",0,2,31,29
"2018-03-06",0,5,2,2
"2018-03-07",0,1,35,32
"2018-03-07",0,2,28,24
"2018-03-08",0,1,44,37
"2018-03-08",0,2,34,26
"2018-03-08",0,5,2,1
"2018-03-09",0,1,29,25
"2018-03-09",0,2,14,10
"2018-03-09",0,5,2,2
"2018-03-10",0,1,63,47
"2018-03-10",0,2,34,30
"2018-03-10",0,5,5,3
"2018-03-11",0,1,41,37
"2018-03-11",0,2,32,29
"2018-03-11",0,5,14,9
"2018-03-12",0,1,35,31
"2018-03-12",0,2,14,13
"2018-03-12",0,5,3,2
"2018-03-13",0,1,61,41
"2018-03-13",0,2,24,23
"2018-03-13",0,5,3,3
"2018-03-14",0,1,49,40
"2018-03-14",0,2,34,32
"2018-03-14",0,5,6,5
"2018-03-15",0,1,117,99
"2018-03-15",0,2,49,44
"2018-03-15",0,5,3,2
"2018-03-16",0,1,195,157
"2018-03-16",0,2,68,63
"2018-03-16",0,5,4,4
"2018-03-17",0,1,55,39
"2018-03-17",0,2,28,25
"2018-03-17",0,5,6,5
"2018-03-18",0,1,43,38
"2018-03-18",0,2,18,16
"2018-03-18",0,5,5,3
"2018-03-19",0,1,48,43
"2018-03-19",0,2,18,17
"2018-03-19",0,5,3,2
"2018-03-20",0,1,64,55
"2018-03-20",0,2,26,22
"2018-03-20",0,5,10,6
"2018-03-21",0,1,43,32
"2018-03-21",0,2,12,11
"2018-03-21",0,5,8,5
"2018-03-22",0,1,39,22
"2018-03-22",0,2,8,8
"2018-03-23",0,1,51,42
"2018-03-23",0,2,45,33
"2018-03-23",0,5,2,1
"2018-03-24",0,1,29,25
"2018-03-24",0,2,19,19
"2018-03-24",0,5,3,3
"2018-03-25",0,1,37,35
"2018-03-25",0,2,24,24
"2018-03-25",0,5,6,6
"2018-03-26",0,1,26,20
"2018-03-26",0,2,22,19
"2018-03-27",0,1,30,27
"2018-03-27",0,2,22,20
"2018-03-28",0,1,86,69
"2018-03-28",0,2,27,24
"2018-03-28",0,5,7,5
"2018-03-29",0,1,49,42
"2018-03-29",0,2,20,16
"2018-03-29",0,5,5,5
"2018-03-30",0,1,39,35
"2018-03-30",0,2,23,17
"2018-03-30",0,5,7,4
"2018-03-31",0,1,36,29
"2018-03-31",0,2,26,25
"2018-03-31",0,5,4,3
"2018-04-01",0,1,29,24
"2018-04-01",0,2,21,18
"2018-04-01",0,5,6,6
"2018-04-02",0,1,30,21
"2018-04-02",0,2,14,11
"2018-04-02",0,5,3,3
"2018-04-03",0,1,36,33
"2018-04-03",0,2,35,30
"2018-04-03",0,5,4,3
"2018-04-04",0,1,34,29
"2018-04-04",0,2,24,18
"2018-04-04",0,5,4,3
"2018-04-05",0,1,59,53
"2018-04-05",0,2,51,45
"2018-04-05",0,5,7,4
"2018-04-06",0,1,103,76
"2018-04-06",0,2,58,57
"2018-04-06",0,5,8,6
"2018-04-07",0,1,72,62
"2018-04-07",0,2,34,32
"2018-04-07",0,5,6,5
"2018-04-08",0,1,55,46
"2018-04-08",0,2,53,48
"2018-04-08",0,5,3,3
"2018-04-09",0,1,72,60
"2018-04-09",0,2,47,42
"2018-04-09",0,5,8,6
"2018-04-10",0,1,44,38
"2018-04-10",0,2,24,21
"2018-04-10",0,5,6,5
"2018-04-11",0,1,38,34
"2018-04-11",0,2,17,15
"2018-04-11",0,5,2,2
"2018-04-12",0,1,34,29
"2018-04-12",0,2,19,17
"2018-04-12",0,5,3,3
"2018-04-13",0,1,140,105
"2018-04-13",0,2,60,57
"2018-04-13",0,5,11,6
"2018-04-14",0,1,39,36
"2018-04-14",0,2,13,13
"2018-04-14",0,5,5,4
"2018-04-15",0,1,16,16
"2018-04-15",0,2,20,16
"2018-04-15",0,5,2,2
"2018-04-16",0,1,35,30
"2018-04-16",0,2,10,10
"2018-04-16",0,5,2,2
"2018-04-17",0,1,31,31
"2018-04-17",0,2,14,14
"2018-04-17",0,5,2,2
"2018-04-18",0,1,40,35
"2018-04-18",0,2,16,15
"2018-04-18",0,5,5,4
"2018-04-19",0,1,56,44
"2018-04-19",0,2,20,18
"2018-04-19",0,5,3,3
"2018-04-20",0,1,81,58
"2018-04-20",0,2,39,27
"2018-04-20",0,5,5,3
"2018-04-21",0,1,32,26
"2018-04-21",0,2,23,21
"2018-04-21",0,5,4,3
"2018-04-22",0,1,41,34
"2018-04-22",0,2,26,25
"2018-04-22",0,5,6,4
"2018-04-23",0,1,48,39
"2018-04-23",0,2,21,19
"2018-04-23",0,5,1,1
"2018-04-24",0,1,48,38
"2018-04-24",0,2,15,13
"2018-04-24",0,5,7,4
"2018-04-25",0,1,43,33
"2018-04-25",0,2,18,17
"2018-04-25",0,5,1,1
"2018-04-26",0,1,39,25
"2018-04-26",0,2,13,12
"2018-04-26",0,5,4,3
"2018-04-27",0,1,77,63
"2018-04-27",0,2,37,33
"2018-04-27",0,5,2,1
"2018-04-28",0,1,53,45
"2018-04-28",0,2,21,19
"2018-04-28",0,5,2,2
"2018-04-29",0,1,18,13
"2018-04-29",0,2,4,4
"2018-04-30",0,1,22,17
"2018-04-30",0,2,17,17
"2018-04-30",0,5,7,5
"2018-05-01",0,1,36,26
"2018-05-01",0,2,30,28
"2018-05-01",0,5,10,8
"2018-05-02",0,1,55,43
"2018-05-02",0,2,25,22
"2018-05-02",0,5,5,3
"2018-05-03",0,1,49,38
"2018-05-03",0,2,21,19
"2018-05-03",0,5,4,4
"2018-05-04",0,1,29,27
"2018-05-04",0,2,11,11
"2018-05-04",0,5,5,4
"2018-05-05",0,1,31,24
"2018-05-05",0,2,17,16
"2018-05-05",0,5,2,2
"2018-05-06",0,1,62,46
"2018-05-06",0,2,28,24
"2018-05-06",0,5,3,3
"2018-05-07",0,1,26,20
"2018-05-07",0,2,10,8
"2018-05-07",0,5,2,2
"2018-05-08",0,1,44,35
"2018-05-08",0,2,21,17
"2018-05-08",0,5,5,5
"2018-05-09",0,1,74,25
"2018-05-09",0,2,15,14
"2018-05-09",0,5,4,2
"2018-05-10",0,1,25,23
"2018-05-10",0,2,11,9
"2018-05-10",0,5,2,2
"2018-05-11",0,1,31,24
"2018-05-11",0,2,13,12
"2018-05-11",0,5,3,2
"2018-05-12",0,1,45,36
"2018-05-12",0,2,20,19
"2018-05-12",0,5,2,2
"2018-05-13",0,1,53,47
"2018-05-13",0,2,27,25
"2018-05-13",0,5,8,4
"2018-05-14",0,1,45,40
"2018-05-14",0,2,22,19
"2018-05-14",0,5,5,5
"2018-05-15",0,1,21,18
"2018-05-15",0,2,9,9
"2018-05-15",0,5,1,1
"2018-05-16",0,1,65,50
"2018-05-16",0,2,33,29
"2018-05-16",0,5,1,1
"2018-05-17",0,1,42,36
"2018-05-17",0,2,15,13
"2018-05-17",0,5,1,1
"2018-05-18",0,1,39,28
"2018-05-18",0,2,17,14
"2018-05-18",0,5,4,4
"2018-05-19",0,1,86,49
"2018-05-19",0,2,108,102
"2018-05-19",0,5,9,4
"2018-05-20",0,1,60,42
"2018-05-20",0,2,74,71
"2018-05-21",0,1,106,96
"2018-05-21",0,2,202,189
"2018-05-21",0,5,3,3
"2018-05-22",0,1,80,59
"2018-05-22",0,2,91,84
"2018-05-22",0,5,6,4
"2018-05-23",0,1,33,24
"2018-05-23",0,2,10,10
"2018-05-23",0,5,1,1
"2018-05-24",0,1,57,50
"2018-05-24",0,2,34,34
"2018-05-24",0,5,7,6
"2018-05-25",0,1,163,146
"2018-05-25",0,2,223,219
"2018-05-25",0,5,4,4
"2018-05-26",0,1,185,163
"2018-05-26",0,2,285,276
"2018-05-26",0,5,8,7
"2018-05-27",0,1,124,113
"2018-05-27",0,2,193,185
"2018-05-27",0,5,8,7
"2018-05-28",0,1,210,165
"2018-05-28",0,2,166,157
"2018-05-28",0,5,11,8
"2018-05-29",0,1,107,92
"2018-05-29",0,2,74,70
"2018-05-29",0,5,2,2
"2018-05-30",0,1,82,68
"2018-05-30",0,2,39,35
"2018-05-30",0,5,5,5
"2018-05-31",0,1,56,50
"2018-05-31",0,2,27,21
"2018-05-31",0,5,6,6
"2018-06-01",0,1,89,68
"2018-06-01",0,2,33,27
"2018-06-01",0,5,4,4
"2018-06-02",0,1,49,36
"2018-06-02",0,2,37,34
"2018-06-02",0,5,2,2
"2018-06-03",0,1,103,77
"2018-06-03",0,2,57,54
"2018-06-03",0,5,1,1
"2018-06-04",0,1,50,46
"2018-06-04",0,2,44,44
"2018-06-04",0,5,5,5
"2018-06-05",0,1,70,62
"2018-06-05",0,2,36,34
"2018-06-05",0,5,4,4
"2018-06-06",0,1,70,59
"2018-06-06",0,2,37,35
"2018-06-06",0,5,3,3
"2018-06-07",0,1,82,67
"2018-06-07",0,2,40,36
"2018-06-07",0,5,4,3
"2018-06-08",0,1,33,29
"2018-06-08",0,2,18,16
"2018-06-08",0,5,4,3
"2018-06-09",0,1,34,28
"2018-06-09",0,2,12,9
"2018-06-09",0,5,4,3
"2018-06-10",0,1,48,35
"2018-06-10",0,2,26,24
"2018-06-10",0,5,3,3
"2018-06-11",0,1,108,83
"2018-06-11",0,2,71,63
"2018-06-11",0,5,5,4
"2018-06-12",0,1,89,76
"2018-06-12",0,2,54,51
"2018-06-12",0,5,2,1
"2018-06-13",0,1,81,54
"2018-06-13",0,2,17,15
"2018-06-14",0,1,53,41
"2018-06-14",0,2,16,14
"2018-06-14",0,5,2,2
"2018-06-15",0,1,31,29
"2018-06-15",0,2,20,16
"2018-06-15",0,5,8,3
"2018-06-16",0,1,14,12
"2018-06-16",0,2,10,9
"2018-06-16",0,5,1,1
"2018-06-17",0,1,24,20
"2018-06-17",0,2,7,7
"2018-06-17",0,5,2,2
"2018-06-18",0,1,17,16
"2018-06-18",0,2,11,10
"2018-06-19",0,1,28,25
"2018-06-19",0,2,14,12
"2018-06-19",0,5,6,1
"2018-06-20",0,1,38,35
"2018-06-20",0,2,21,17
"2018-06-20",0,5,3,2
"2018-06-21",0,1,51,46
"2018-06-21",0,2,20,20
"2018-06-22",0,1,29,23
"2018-06-22",0,2,7,7
"2018-06-22",0,5,3,3
"2018-06-23",0,1,49,42
"2018-06-23",0,2,14,11
"2018-06-23",0,5,1,1
"2018-06-24",0,1,43,40
"2018-06-24",0,2,18,17
"2018-06-24",0,5,4,4
"2018-06-25",0,1,43,37
"2018-06-25",0,2,19,19
"2018-06-25",0,5,2,2
"2018-06-26",0,1,43,38
"2018-06-26",0,2,15,14
"2018-06-26",0,5,3,3
"2018-06-27",0,1,18,15
"2018-06-27",0,2,12,11
"2018-06-27",0,5,4,2
"2018-06-28",0,1,48,44
"2018-06-28",0,2,23,23
"2018-06-28",0,5,3,3
"2018-06-29",0,1,35,26
"2018-06-29",0,2,18,16
"2018-06-30",0,1,49,42
"2018-06-30",0,2,35,33
"2018-06-30",0,5,1,1
"2018-07-01",0,1,68,58
"2018-07-01",0,2,53,50
"2018-07-01",0,5,3,3
"2018-07-02",0,1,56,49
"2018-07-02",0,2,44,38
"2018-07-02",0,5,3,2
"2018-07-03",0,1,53,44
"2018-07-03",0,2,17,17
"2018-07-03",0,5,2,2
"2018-07-04",0,1,27,24
"2018-07-04",0,2,12,9
"2018-07-04",0,5,1,1
"2018-07-05",0,1,34,25
"2018-07-05",0,2,13,12
"2018-07-05",0,5,1,1
"2018-07-06",0,1,54,46
"2018-07-06",0,2,18,17
"2018-07-06",0,5,6,5
"2018-07-07",0,1,60,52
"2018-07-07",0,2,101,94
"2018-07-07",0,5,5,3
"2018-07-08",0,1,56,44
"2018-07-08",0,2,29,25
"2018-07-08",0,5,5,5
"2018-07-09",0,1,41,36
"2018-07-09",0,2,20,20
"2018-07-09",0,5,5,4
"2018-07-10",0,1,34,31
"2018-07-10",0,2,19,17
"2018-07-11",0,1,41,29
"2018-07-11",0,2,41,37
"2018-07-11",0,5,1,1
"2018-07-12",0,1,54,43
"2018-07-12",0,2,19,15
"2018-07-12",0,5,5,2
"2018-07-13",0,1,38,34
"2018-07-13",0,2,18,14
"2018-07-13",0,5,2,2
"2018-07-14",0,1,26,22
"2018-07-14",0,2,25,23
"2018-07-14",0,5,5,4
"2018-07-15",0,1,64,46
"2018-07-15",0,2,38,33
"2018-07-15",0,5,5,5
"2018-07-16",0,1,51,43
"2018-07-16",0,2,21,18
"2018-07-16",0,5,4,4
"2018-07-17",0,1,34,28
"2018-07-17",0,2,14,14
"2018-07-17",0,5,6,3
"2018-07-18",0,1,63,44
"2018-07-18",0,2,21,19
"2018-07-19",0,1,33,28
"2018-07-19",0,2,14,13
"2018-07-19",0,5,3,3
"2018-07-20",0,1,52,41
"2018-07-20",0,2,26,24
"2018-07-20",0,5,9,4
"2018-07-21",0,1,81,69
"2018-07-21",0,2,57,53
"2018-07-21",0,5,6,5
"2018-07-22",0,1,52,41
"2018-07-22",0,2,17,16
"2018-07-23",0,1,65,44
"2018-07-23",0,2,22,20
"2018-07-23",0,5,1,1
"2018-07-24",0,1,34,30
"2018-07-24",0,2,12,10
"2018-07-24",0,5,2,2
"2018-07-25",0,1,47,41
"2018-07-25",0,2,20,18
"2018-07-25",0,5,1,1
"2018-07-26",0,1,38,33
"2018-07-26",0,2,17,15
"2018-07-27",0,1,42,31
"2018-07-27",0,2,10,10
"2018-07-27",0,5,5,5
"2018-07-28",0,1,24,18
"2018-07-28",0,2,7,6
"2018-07-28",0,5,2,1
"2018-07-29",0,1,82,69
"2018-07-29",0,2,81,78
"2018-07-29",0,5,4,3
"2018-07-30",0,1,93,72
"2018-07-30",0,2,46,43
"2018-07-30",0,5,1,1
"2018-07-31",0,1,116,101
"2018-07-31",0,2,99,93
"2018-07-31",0,5,5,3
"2018-08-01",0,1,92,77
"2018-08-01",0,2,69,67
"2018-08-01",0,5,3,3
"2018-08-02",0,1,45,43
"2018-08-02",0,2,26,24
"2018-08-02",0,5,2,2
"2018-08-03",0,1,38,32
"2018-08-03",0,2,17,14
"2018-08-03",0,5,1,1
"2018-08-04",0,1,63,49
"2018-08-04",0,2,45,38
"2018-08-04",0,5,2,2
"2018-08-05",0,1,47,42
"2018-08-05",0,2,52,46
"2018-08-05",0,5,1,1
"2018-08-06",0,1,61,45
"2018-08-06",0,2,30,26
"2018-08-07",0,1,44,40
"2018-08-07",0,2,24,21
"2018-08-07",0,5,1,1
"2018-08-08",0,1,47,42
"2018-08-08",0,2,39,31
"2018-08-08",0,5,1,1
"2018-08-09",0,1,38,32
"2018-08-09",0,2,13,13
"2018-08-09",0,5,1,1
"2018-08-10",0,1,31,27
"2018-08-10",0,2,3,3
"2018-08-10",0,5,3,1
"2018-08-11",0,1,221,196
"2018-08-11",0,2,139,129
"2018-08-11",0,5,5,4
"2018-08-12",0,1,120,95
"2018-08-12",0,2,57,53
"2018-08-12",0,5,2,1
"2018-08-13",0,1,109,99
"2018-08-13",0,2,60,56
"2018-08-13",0,5,3,3
"2018-08-14",0,1,60,50
"2018-08-14",0,2,28,25
"2018-08-15",0,1,37,32
"2018-08-15",0,2,10,9
"2018-08-15",0,5,3,3
"2018-08-16",0,1,72,52
"2018-08-16",0,2,22,22
"2018-08-17",0,1,63,51
"2018-08-17",0,2,33,30
"2018-08-17",0,5,14,7
"2018-08-18",0,1,210,157
"2018-08-18",0,2,115,111
"2018-08-18",0,5,6,6
"2018-08-19",0,1,97,83
"2018-08-19",0,2,79,73
"2018-08-19",0,5,1,1
"2018-08-20",0,1,136,113
"2018-08-20",0,2,82,81
"2018-08-21",0,1,55,45
"2018-08-21",0,2,24,24
"2018-08-22",0,1,75,68
"2018-08-22",0,2,39,36
"2018-08-22",0,5,5,5
"2018-08-23",0,1,49,42
"2018-08-23",0,2,15,15
"2018-08-23",0,5,1,1
"2018-08-24",0,1,39,29
"2018-08-24",0,2,17,13
"2018-08-25",0,1,35,31
"2018-08-25",0,2,32,27
"2018-08-25",0,5,5,3
"2018-08-26",0,1,41,31
"2018-08-26",0,2,33,24
"2018-08-26",0,5,18,3
"2018-08-27",0,1,64,55
"2018-08-27",0,2,51,47
"2018-08-27",0,5,4,4
"2018-08-28",0,1,55,48
"2018-08-28",0,2,48,44
"2018-08-28",0,5,1,1
"2018-08-29",0,1,47,41
"2018-08-29",0,2,31,31
"2018-08-29",0,5,2,1
"2018-08-30",0,1,38,35
"2018-08-30",0,2,32,30
"2018-08-31",0,1,29,26
"2018-08-31",0,2,31,30
"2018-08-31",0,5,5,3
"2018-09-01",0,1,25,22
"2018-09-01",0,2,36,33
"2018-09-01",0,5,4,1
"2018-09-02",0,1,26,23
"2018-09-02",0,2,16,13
"2018-09-02",0,5,3,3
"2018-09-03",0,1,59,46
"2018-09-03",0,2,17,13
"2018-09-03",0,5,3,2
"2018-09-04",0,1,25,20
"2018-09-04",0,2,9,7
"2018-09-04",0,5,1,1
"2018-09-05",0,1,38,36
"2018-09-05",0,2,8,8
"2018-09-05",0,5,2,1
"2018-09-06",0,1,75,63
"2018-09-06",0,2,29,25
"2018-09-06",0,5,3,3
"2018-09-07",0,1,21,16
"2018-09-07",0,2,10,9
"2018-09-07",0,5,1,1
"2018-09-08",0,1,37,35
"2018-09-08",0,2,22,17
"2018-09-09",0,1,32,23
"2018-09-09",0,2,24,21
"2018-09-09",0,5,1,1
"2018-09-10",0,1,39,30
"2018-09-10",0,2,17,15
"2018-09-10",0,5,5,4
"2018-09-11",0,1,33,29
"2018-09-11",0,2,18,17
"2018-09-11",0,5,2,2
"2018-09-12",0,1,18,16
"2018-09-12",0,2,10,8
"2018-09-12",0,5,7,5
"2018-09-13",0,1,21,19
"2018-09-13",0,2,8,8
"2018-09-13",0,5,3,3
"2018-09-14",0,1,14,12
"2018-09-14",0,2,6,6
"2018-09-15",0,1,27,23
"2018-09-15",0,2,12,10
"2018-09-15",0,5,1,1
"2018-09-16",0,1,14,11
"2018-09-16",0,2,8,6
"2018-09-16",0,5,2,1
"2018-09-17",0,1,39,26
"2018-09-17",0,2,12,9
"2018-09-17",0,5,1,1
"2018-09-18",0,1,72,56
"2018-09-18",0,2,20,19
"2018-09-18",0,5,2,2
"2018-09-19",0,1,28,26
"2018-09-19",0,2,12,12
"2018-09-19",0,5,3,3
"2018-09-20",0,1,47,43
"2018-09-20",0,2,18,17
"2018-09-21",0,1,44,36
"2018-09-21",0,2,27,27
"2018-09-21",0,5,5,4
"2018-09-22",0,1,13,13
"2018-09-22",0,2,11,11
"2018-09-22",0,5,1,1
"2018-09-23",0,1,42,34
"2018-09-23",0,2,27,24
"2018-09-23",0,5,5,1
"2018-09-24",0,1,33,29
"2018-09-24",0,2,27,21
"2018-09-24",0,5,4,4
"2018-09-25",0,1,53,47
"2018-09-25",0,2,24,23
"2018-09-25",0,5,4,3
"2018-09-26",0,1,20,19
"2018-09-26",0,2,11,11
"2018-09-26",0,5,2,2
"2018-09-27",0,1,48,44
"2018-09-27",0,2,34,33
"2018-09-27",0,5,1,1
"2018-09-28",0,1,29,24
"2018-09-28",0,2,24,21
"2018-09-28",0,5,2,1
"2018-09-29",0,1,62,52
"2018-09-29",0,2,38,35
"2018-09-29",0,5,2,2
"2018-09-30",0,1,43,40
"2018-09-30",0,2,43,43
"2018-09-30",0,5,2,2
"2018-10-01",0,1,20,15
"2018-10-01",0,2,15,15
"2018-10-01",0,5,1,1
"2018-10-02",0,1,37,34
"2018-10-02",0,2,17,17
"2018-10-02",0,5,7,6
"2018-10-03",0,1,30,26
"2018-10-03",0,2,22,22
"2018-10-03",0,5,8,5
"2018-10-04",0,1,28,26
"2018-10-04",0,2,14,12
"2018-10-04",0,5,6,3
"2018-10-05",0,1,14,13
"2018-10-05",0,2,10,10
"2018-10-05",0,5,3,2
"2018-10-06",0,1,26,23
"2018-10-06",0,2,45,43
"2018-10-06",0,5,1,1
"2018-10-07",0,1,24,19
"2018-10-07",0,2,8,7
"2018-10-07",0,5,16,2
"2018-10-08",0,1,75,59
"2018-10-08",0,2,30,28
"2018-10-08",0,5,1,1
"2018-10-09",0,1,44,35
"2018-10-09",0,2,21,21
"2018-10-09",0,5,3,3
"2018-10-10",0,1,39,38
"2018-10-10",0,2,15,12
"2018-10-10",0,5,4,4
"2018-10-11",0,1,30,26
"2018-10-11",0,2,13,12
"2018-10-11",0,5,1,1
"2018-10-12",0,1,79,69
"2018-10-12",0,2,31,29
"2018-10-12",0,5,4,4
"2018-10-13",0,1,20,16
"2018-10-13",0,2,9,9
"2018-10-14",0,1,30,24
"2018-10-14",0,2,28,27
"2018-10-14",0,5,3,3
"2018-10-15",0,1,42,32
"2018-10-15",0,2,12,12
"2018-10-16",0,1,20,17
"2018-10-16",0,2,6,6
"2018-10-16",0,5,1,1
"2018-10-17",0,1,50,39
"2018-10-17",0,2,11,10
"2018-10-17",0,5,4,1
"2018-10-18",0,1,18,15
"2018-10-18",0,2,7,6
"2018-10-18",0,5,1,1
"2018-10-19",0,1,21,18
"2018-10-19",0,2,11,11
"2018-10-19",0,5,1,1
"2018-10-20",0,1,17,16
"2018-10-20",0,2,8,7
"2018-10-20",0,5,2,2
"2018-10-21",0,1,15,13
"2018-10-21",0,2,16,14
"2018-10-21",0,5,4,3
"2018-10-22",0,1,15,13
"2018-10-22",0,2,9,8
"2018-10-23",0,1,22,17
"2018-10-23",0,2,5,5
"2018-10-23",0,5,1,1
"2018-10-24",0,1,21,17
"2018-10-24",0,2,13,10
"2018-10-25",0,1,17,15
"2018-10-25",0,2,11,10
"2018-10-25",0,5,3,2
"2018-10-26",0,1,24,16
"2018-10-26",0,2,9,7
"2018-10-26",0,5,3,2
"2018-10-27",0,1,19,17
"2018-10-27",0,2,10,10
"2018-10-27",0,5,3,2
"2018-10-28",0,1,18,14
"2018-10-28",0,2,6,5
"2018-10-29",0,1,20,18
"2018-10-29",0,2,8,7
"2018-10-29",0,5,3,1
"2018-10-30",0,1,32,24
"2018-10-30",0,2,13,9
"2018-10-30",0,5,2,2
"2018-10-31",0,1,37,31
"2018-10-31",0,2,24,21
"2018-10-31",0,5,1,1
"2018-11-01",0,1,21,17
"2018-11-01",0,2,7,5
"2018-11-01",0,5,6,2
"2018-11-02",0,1,36,31
"2018-11-02",0,2,21,19
"2018-11-02",0,5,5,3
"2018-11-03",0,1,16,13
"2018-11-03",0,2,8,7
"2018-11-03",0,5,1,1
"2018-11-04",0,1,18,5
"2018-11-04",0,2,9,8
"2018-11-04",0,5,6,5
"2018-11-05",0,1,20,15
"2018-11-05",0,2,4,4
"2018-11-06",0,1,20,19
"2018-11-06",0,2,10,9
"2018-11-06",0,5,3,3
"2018-11-07",0,1,21,19
"2018-11-07",0,2,7,7
"2018-11-07",0,5,1,1
"2018-11-08",0,1,21,18
"2018-11-08",0,2,8,8
"2018-11-08",0,5,1,1
"2018-11-09",0,1,39,34
"2018-11-09",0,2,19,17
"2018-11-09",0,5,4,4
"2018-11-10",0,1,23,20
"2018-11-10",0,2,12,12
"2018-11-10",0,5,1,1
"2018-11-11",0,1,25,21
"2018-11-11",0,2,13,13
"2018-11-11",0,5,1,1
"2018-11-12",0,1,27,20
"2018-11-12",0,2,16,13
"2018-11-12",0,5,1,1
"2018-11-13",0,1,54,39
"2018-11-13",0,2,25,23
"2018-11-13",0,5,5,4
"2018-11-14",0,1,56,45
"2018-11-14",0,2,25,22
"2018-11-15",0,1,49,39
"2018-11-15",0,2,8,7
"2018-11-16",0,1,31,23
